1 2 3 380.135140009457 0.999995305264665 -0.000052929511286 -504.252022421075 0.000040163774785 0.999987254936439
1 2 A115 379.351764723135 0.999992550450481 -0.000039968432239 -504.865102341908 0.000038007820540 0.999997398449384
1 3 A3 380.394825963478 0.999994820512637 -0.000052771951879 -506.502634003831 0.000044364958976 0.999985889421605
1 A1 A2 381.061418711208 0.999990170256647 -0.000041515708396 -515.617845447952 0.000057538045791 0.999992600572988
1 A1 A115 380.800876998459 0.999990656579809 -0.000041673703227 -505.831177184504 0.000039270400976 0.999998535296710
1 A2 A3 381.844602630299 0.999992925681866 -0.000054477712231 -515.878906754180 0.000056619570713 0.999996921240946
2 3 7 371.434324620699 1.000006796010523 -0.000042585337560 -501.961023879354 0.000037138163870 0.999984531227701
2 6 7 367.413416583324 1.000014389092559 -0.000045052149478 -501.530028167850 0.000036324271643 0.999984795641945
2 6 A114 366.861003326310 1.000012446478457 -0.000035912376975 -502.233099593213 0.000033851853699 0.999996428079708
2 A114 A115 373.362312254263 1.000003860931487 -0.000043642938765 -503.667211850538 0.000035745724343 0.999998133350687
3 4 8 382.464976994786 0.999986417041706 -0.000036589167188 -513.340323424520 0.000049138542513 1.000008016255716
3 4 A3 379.309900253022 0.999990583424607 -0.000032836947493 -507.316995094996 0.000041184538784 1.000000852927204
3 7 8 371.470879115164 1.000006938842498 -0.000043257244180 -503.561381271415 0.000030884975458 1.000013947323458
4 5 9 373.127575965365 1.000003845908506 -0.000042864543273 -505.984261687874 0.000031200759736 1.000027301733372
4 5 A4 360.794212146080 1.000020133196104 -0.000028199212842 -502.351177773176 0.000026402954090 1.000022981713551
4 8 9 382.496858982893 0.999986557030392 -0.000037247797602 -514.040093813295 0.000046065963343 1.000022472381957
4 A3 A4 361.534617284837 1.000023384195951 -0.000043494787496 -501.450276085932 0.000030358668440 1.000004370539419
5 9 10 372.994040579186 1.000003176338560 -0.000039714294780 -504.708998973336 0.000037595152332 0.999997216862898
5 10 A6 365.377718538744 1.000017072722714 -0.000044231748459 -502.317828095343 0.000033232334042 0.999998635133244
5 A4 A5 354.769144860911 1.000031125549729 -0.000031770367346 -512.539952540392 0.000044991728270 1.000016942662531
