1 2 3 -380.110233586805 1.000004692631516 0.000052930434272 504.273716085518 -0.000040164475158 1.000012743100076
1 2 A115 -379.334411319753 1.000007448085917 0.000039968833890 504.880833492658 -0.000038008202510 1.000002600038247
1 3 A3 -380.370065680414 1.000005177172891 0.000052772969772 506.526656483518 -0.000044365814679 1.000014108436212
1 A1 A2 -381.043756941857 1.000009827451153 0.000041516423552 515.643585429454 -0.000057539036998 1.000007397092965
1 A1 A115 -380.783354300307 1.000009341870920 0.000041674153542 505.846871618953 -0.000039270825361 1.000001463068873
1 A2 A3 -381.819198549667 1.000007071283587 0.000054478265177 515.902113532546 -0.000056620145408 1.000003075683988
2 3 7 -371.410423422465 0.999993202454131 0.000042585706844 501.982582433775 -0.000037138485906 1.000015467430006
2 6 7 -367.385534299188 0.999985609478030 0.000045052186170 501.550998946579 -0.000036324301214 1.000015202952714
2 6 A114 -366.838400590292 0.999987552460793 0.000035912058220 502.247311744490 -0.000033851553246 1.000003570717352
2 A114 A115 -373.338888666302 0.999996137523367 0.000043642851643 503.681497321799 -0.000035745653008 1.000001865092740
3 4 8 -382.451388591959 1.000013581344824 0.000036589370839 513.355001350574 -0.000049138815983 0.999991982010608
3 4 A3 -379.296812684799 1.000009415311651 0.000032837228675 507.332183540391 -0.000041184891417 0.999999145721134
3 7 8 -371.446518851910 0.999993059869705 0.000043256340685 503.565829998654 -0.000030884330369 0.999986051535116
4 5 9 -373.104452348663 0.999996152768923 0.000042863208140 505.982088643766 -0.000031199787894 0.999972697674664
4 5 A4 -360.772782769462 0.999979866464711 0.000028197997051 502.349158395140 -0.000026401815745 0.999977018070106
4 8 9 -382.482853610883 1.000013441434476 0.000037247461236 514.046161413658 -0.000046065547336 0.999977526407239
4 A3 A4 -361.504352926568 0.999976615030459 0.000043493580272 501.459059232249 -0.000030357825825 0.999995628159273
5 9 10 -372.972811129875 0.999996822178488 0.000039714279120 504.724425664084 -0.000037595137499 1.000002781651775
5 10 A6 -365.349262071191 0.999982926098883 0.000044231053635 502.330655120299 -0.000033231811994 1.000001363398707
5 A4 A5 -354.741819499643 0.999968873989742 0.000031768840172 512.547229074073 -0.000044989565612 0.999983056195198
5 A5 A6 -354.735104497755 0.999968908160641 0.000031608127107 512.276517736405 -0.000046367144400 0.999989535244453
6 7 18 -369.088181239029 0.999987881887148 0.000047098529031 503.159232256803 -0.000038470702775 1.000013270081813
6 18 A112 -374.674975334026 0.999998545900231 0.000043634502191 502.062055361414 -0.000036376423198 1.000012589790013
6 A112 A113 -374.535741986299 0.999999040598261 0.000041307742928 502.410100595604 -0.000035139813670 1.000006773529298
6 A113 A114 -368.953837603854 0.999991590396677 0.000034600367222 504.112850026228 -0.000037412483644 1.000004727456950
7 8 17 -369.459900380112 0.999990408425473 0.000040868826461 499.876063809119 -0.000025959776706 0.999990485888990
7 17 18 -368.775356414902 0.999989117009384 0.000041288385490 504.241889834084 -0.000034196059918 0.999993161716723
